p01x,p01y,p01z,p02x,p02y,p02z,p03x,p03y,p03z,p04x,p04y,p04z,p05x,p05y,p05z,p06x,p06y,p06z,p07x,p07y,p07z,p08x,p08y,p08z,p09x,p09y,p09z,p10x,p10y,p10z,p11x,p11y,p11z,p12x,p12y,p12z,p13x,p13y,p13z,p14x,p14y,p14z,p15x,p15y,p15z,p16x,p16y,p16z,p17x,p17y,p17z,p18x,p18y,p18z,p19x,p19y,p19z,p20x,p20y,p20z,p21x,p21y,p21z,p22x,p22y,p22z,p23x,p23y,p23z,p24x,p24y,p24z,p25x,p25y,p25z,p26x,p26y,p26z,p27x,p27y,p27z,p28x,p28y,p28z,p29x,p29y,p29z,p30x,p30y,p30z
3.0,0.0,0.0,2.81397664013527,-0.5926422386301751,1.1520776370104793,2.284055106685813,-1.0623212820155494,1.8834679924930162,1.4901394568592419,-1.3074291739877766,1.9270999850384458,0.5510101223250659,-1.2654977232709552,1.267041160320848,-0.3947789194023654,-0.9244331661746571,0.144315511601231,-1.211093119595498,-0.32530716407433924,-1.0311077143540444,-1.7858638921523846,0.44378993988947335,-1.8300164699480244,-2.048648497578128,1.261844970460507,-1.9606849705783607,-1.9812426908643992,1.9946577068732667,-1.3753989177068466,-1.6196359731526224,2.5169674969479656,-0.2878786289482359,-1.0470303855296021,2.7333178374713873,0.904762073514855,-0.37911914132003555,2.594205550738784,1.7670240888920468,0.2559026355320939,2.1048313462713746,1.9840478525492082,0.7392568541070874,1.3249825444486567,1.4765859819949974,0.9817798015933249,0.3600363847488536,0.42994088042204726,0.9390378874709663,-0.6554668093735424,-0.7736994221616766,0.6188490124509968,-1.5790083220264794,-1.6948192624321725,0.07995970523199081,-2.282577946069068,-1.9970668277022479,-0.5779021672072655,-2.672793020418909,-1.5700748106853444,-1.2309460057705126,-2.7053694241022592,-0.5697616192233953,-1.7523954422708365,-2.3915942169690094,0.6386030602719618,-2.0342162194671136,-1.7957660073392432,1.6137784331001424,-2.0058734587146385,-1.024054815244971,1.9996740211292825,-1.6469822048254652,-0.20664306312750025,1.6553779963137787,-0.9917201104987896,0.5238891855439143,0.7066118847622066,-0.12422981820765189,1.0543600854821102,-0.5001773177221316,0.8342733090939656,1.3093673688488245,-1.5243241102552725,1.7446007378875887,1.2632323384531527,-1.9918558401310085,2.4717815070238647,0.9435550760474094,-1.7320508075688767
3.0138518803340895,-0.00820809180853308,0.002967153377929882,2.824694573139447,-0.6012534740499474,1.1543268238115612,2.2884451142482356,-1.0702617413339268,1.8815234113535122,1.4937339259968545,-1.3132683798649603,1.9223348992300848,0.5529553853572472,-1.2710802207184793,1.2646452163182398,-0.39530635524773966,-0.9286404830731633,0.14442669176136724,-1.213857687588962,-0.32718778873403614,-1.0282493064137561,-1.7891980480619034,0.4441989730257697,-1.8245362847242546,-2.0517967442737297,1.2624921967673397,-1.9540823017003417,-1.9855412608311855,1.9980110069504986,-1.372068475005503,-1.6235546182462732,2.524568734047943,-0.2867252346672019,-1.0475589939887737,2.7413988746539366,0.9041946688227289,-0.37640985298243007,2.5996217081065094,1.7635034142673736,0.2585393365990046,2.10878789418205,1.9774210668309173,0.743233894674035,1.3278018016453776,1.4729957077014608,0.9876121906832396,0.3600554083949088,0.42937190644931267,0.9454405182372365,-0.6582560536660723,-0.771913623084736,0.6227518458238586,-1.5835913538645192,-1.690356997671353,0.0829550277871743,-2.2874082154625235,-1.9904015431483408,-0.5759641611649434,-2.6785460697397223,-1.5658913522461972,-1.2332837890635735,-2.713199891713796,-0.5684526431219732,-1.758437270452953,-2.3976640262631386,0.6378477098975699,-2.04099601431831,-1.7979589090806483,1.6104296121819035,-2.011746602352217,-1.0245317781517316,1.9928061496932874,-1.6527001954129061,-0.20644852874050493,1.6502712674475375,-0.9971467482215209,0.5279225741856721,0.7046753125875295,-0.12881082608016892,1.0611740365625735,-0.5002788715531882,0.8305153556394874,1.3179901516087802,-1.5232023189405728,1.7407366958928467,1.2749000405003008,-1.99123088700456,2.4697881537147945,0.9567150650352875,-1.7348593324534283
3.027569952806987,-0.016413260317417324,0.00594602228103167,2.835287472221721,-0.6098542167364206,1.156583967871728,2.2927679129997394,-1.0781569440530339,1.8795723470398606,1.4972805334343589,-1.3190671944350452,1.9175954597863867,0.5548676532846006,-1.2766113478513537,1.2622670795332325,-0.3958370148256213,-0.9327923822175168,0.14454439580227452,-1.2165940792421752,-0.3290483739026743,-1.025409294206402,-1.7925054738188104,0.444606825981394,-1.8190784413492933,-2.0549135625734993,1.2631392643260826,-1.9474945152443004,-1.9898031798506846,2.001326566436624,-1.368738997996896,-1.6274372116131681,2.53210640562274,-0.2855811213059401,-1.0480566965965776,2.74940778305106,0.9036097025625098,-0.37369417021231677,2.6049803639851765,1.7599562197832872,0.2611722626251743,2.1127085007974054,1.9707928714716445,0.7472056290846995,1.3306072752471685,1.4693925591118628,0.9934360742936211,0.3600863319133277,0.42878497813967326,0.9518301809973351,-0.661016734458192,-0.7701483328803633,0.6266518399472815,-1.5881378582380954,-1.6859087257947558,0.08593965585231393,-2.292187192889458,-1.9837515981307912,-0.574020187300284,-2.6842301284544985,-1.5616999861219742,-1.2355863791917057,-2.7209562070404227,-0.5671471580163345,-1.764427840536968,-2.403678858035785,0.6370834658422125,-2.0477220304257253,-1.8001322365555412,1.607071664319737,-2.0175732947622227,-1.0250253333738315,1.9859611124676542,-1.6583871803259782,-0.20626815420154032,1.6451874526012125,-1.0025504880135625,0.5319172819007927,0.7027632154732105,-0.13336717420806546,1.0679276376007731,-0.5003545039592199,0.8267597566349237,1.326566570933245,-1.5220666932617877,1.7368694977881156,1.2865011916908826,-1.9905807388863703,2.467782271366454,0.9698278826753968,-1.7376605669361804
3.0411547481845687,-0.024614614167567363,0.008937154199158172,2.845755804429153,-0.6184435853643376,1.158849676361111,2.297023934731845,-1.0860064605302593,1.8776162622527113,1.50077927462815,-1.3248252334397728,1.912882564718423,0.5567472862106949,-1.2820905652842542,1.2599069344073075,-0.3963702566953161,-0.9368887213163586,0.1446681794343927,-1.2193022132341562,-0.3308886134458782,-1.022588213370701,-1.7957861076761872,0.4450137526875891,-1.8136437455186876,-2.057999109371424,1.263786275516302,-1.9409227430906875,-1.994028469780622,2.0046045576419615,-1.365410941481503,-1.6312838974899064,2.5395803367509755,-0.2844462754424668,-1.0485241243804113,2.7573443889823688,0.9030074497958694,-0.37097300067210526,2.6102816071295316,1.7563833730223692,0.26380077311107286,2.1165931380334095,1.9641645567188766,0.7511711402978755,1.3333987846374313,1.4657773951295854,0.9992502437348662,0.36012882437048604,0.42818074252986327,0.9582055333924508,-0.6637488034209366,-0.7684033712885697,0.6305481166066536,-1.592647475138577,-1.6814748379649034,0.08891322162727655,-2.2969146950194417,-1.9771179190087795,-0.572070811103747,-2.6898453394428934,-1.5575016198602916,-1.2378538763144917,-2.728638309092294,-0.5658454423106957,-1.770366828349647,-2.409638799227014,0.6363104840331704,-2.0543937873233875,-1.8022861322188288,1.6037052594476653,-2.0233529649435447,-1.0255350388996407,1.979139778405701,-1.6640422556900765,-0.2061017860037985,1.640127052331643,-1.0079301415302144,0.5358731978475892,0.7008757740229106,-0.13789830886652676,1.0746200875850294,-0.5004049507517411,0.8230070727576906,1.3350954391015022,-1.5209180852052089,1.7329996212396541,1.298034616061252,-1.9899068309670271,2.465764112309772,0.9828926250676685,-1.740455820552585
3.054606823568208,-0.03281130649705159,0.01194107914469282,2.8561000548930413,-0.6270207366632435,1.161124536524698,2.301213615665762,-1.0938098928553346,1.8756565752559917,1.5042301572271697,-1.3305421451825905,1.9081970891263935,0.5585946396100927,-1.2875173773182849,1.257564967848988,-0.39690547292676304,-0.9409293923406963,0.1447976303838448,-1.2219820229207448,-0.3327082316369831,-1.0197865563361976,-1.7990398932306493,0.4454199762539073,-1.8082329547021982,-2.0610535448027467,1.2644332986997968,-1.9343680790019795,-1.9982171578679866,2.0078451466026355,-1.3620847431371266,-1.6350948178802602,2.546990363851767,-0.2833206730876105,-1.0489618916765202,2.765208535117296,0.9023881897971783,-0.3682472170383899,2.6155255317087556,1.7527857339365744,0.26642427391859747,2.1204417687893287,1.9575373765181117,0.7551295495539336,1.3361761473452127,1.462151041706784,1.0050535351627816,0.36018256207559984,0.4275598214797732,0.9645652741910812,-0.6664522183017495,-0.7666785694717319,0.6344398278915047,-1.5971198605937738,-1.6770557205045846,0.0918753837632504,-2.301590553003679,-1.9705014137879857,-0.5701165786068321,-2.6953918593647144,-1.5532971538810225,-1.2400863869594778,-2.736246152068102,-0.5645477713568248,-1.7762539379676985,-2.4155439364519804,0.6355289130786289,-2.061010840655314,-1.8044207235167233,1.6003310438649312,-2.0290850813473673,-1.0260604321876896,1.972342971816454,-1.6696645619625305,-0.20594925075563772,1.635090529005964,-1.0132845818904652,0.5397902409068596,0.6990131400068501,-0.14240370895286317,1.0812506523520613,-0.5004309430117183,0.8192578477297094,1.3435756389503941,-1.51975732372675,1.7291275349990174,1.309499211513084,-1.9892105544871643,2.46373390835242,0.9959084539727797,-1.7432463430060559
3.067926768402691,-0.04100253141296039,0.014958310391189998,2.866320735250661,-0.6355848632253731,1.163409119463976,2.3053373996069846,-1.1015668787727821,1.8736946737192532,1.5076332107238883,-1.3362176132891077,1.9035398980680986,0.5604100688178436,-1.2928913345136632,1.2552413770470716,-0.39744208667422143,-0.9449143229428126,0.144932370142835,-1.2246334576709796,-0.33450698020421743,-1.0170047764316812,-1.802266784343766,0.445825699904984,-1.8028467862597166,-2.0640770365025185,1.265080384376675,-1.9278315824740175,-2.0023692799668966,2.0110485022044173,-1.3587608280058652,-1.6388701154800327,2.554336343030211,-0.2822042818516059,-1.0493705998366567,2.7730000906410304,0.9017522086082587,-0.3655176595690373,2.6207122494464525,1.7491641638235134,0.26904220742587337,2.1242543673366594,1.9509125604847926,0.7590800164039397,1.3389391879876205,1.4585143006561905,1.010844832151769,0.36024722966565476,0.4269228128348308,0.9709081459785358,-0.6691269466964156,-0.7649737731634976,0.6383261540726008,-1.6015546978112316,-1.672651763924692,0.094825817439798,-2.306214630072238,-1.9639029801077708,-0.5681580210719543,-2.7008698707657017,-1.549087487712338,-1.2422840263147614,-2.743779715441671,-0.5632544222537189,-1.7820889031627853,-2.4213943661853907,0.6347388931104136,-2.067572785143569,-1.8065361324027518,1.5969496452919807,-2.034769156522967,-1.026601046734845,1.9655714785688525,-1.6752532872537036,-0.20581036342473452,1.6300783140251431,-1.0186127410491566,0.543668359546056,0.6971754349331322,-0.14688288119103246,1.087818666177806,-0.5004332136059313,0.8155126138425584,1.352006125370281,-1.5185852238712139,1.7252537036939866,1.3208939509101671,-1.988493266645742,2.4616918777828687,1.0088745966991242,-1.7460333348648325
3.0811152017195482,-0.04918752130952855,0.01798934491740833,2.876418382071193,-0.6441351916478536,1.1657039803085412,2.3093957373882983,-1.109277090054504,1.8717319147161355,1.5109884852067195,-1.3418513552700146,1.8989118454258693,0.5621939284140827,-1.2982120322158273,1.2529363682277341,-0.3979795516216765,-0.9488434750993971,0.14507205244986865,-1.2272564826776606,-0.3362846368934115,-1.0142432892727964,-1.8054667452338131,0.44623110833475804,-1.7974859185608234,-2.0670697594379557,1.2657275668669603,-1.9213142786857134,-2.006484880471238,2.014214797046179,-1.355439608533826,-1.642609933639164,2.561618150669015,-0.28109706126053247,-1.0497508370924846,2.7807189514822706,0.901099798521765,-0.36278513615580266,2.6258418896823508,1.7455195242961674,0.2716540518481973,2.1280309196732703,1.9442913133363096,0.7630217384822766,1.3416877384837498,1.454867949921679,1.0166230652307449,0.36032252011841986,0.4262702908861915,0.9772329355446618,-0.6717729660323035,-0.7632888418720409,0.642206303745053,-1.6059516967434593,-1.66826336187207,0.0977642145668836,-2.3107868208862175,-1.9573235041792674,-0.566195654657896,-2.706279581578586,-1.5448735188429215,-1.2444469177928348,-2.7512390039930974,-0.561965673241736,-1.7878714866931495,-2.4271901954109816,0.6339405561408692,-2.074079253718641,-1.8086324764602169,1.5935616730986788,-2.040404746103557,-1.0271564135857674,1.9588260467754997,-1.680807666270147,-0.2056849288481044,1.625090808694815,-1.023913608473574,0.5475075297410095,0.6953627510557231,-0.15133535955514751,1.094323528860276,-0.5004124962145275,0.8117718918810678,1.3603859224064603,-1.5174025862762786,1.7213785874849028,1.3322178792191068,-1.9877562907564106,2.4596382258510716,1.0217903428466872,-1.7488179492074016
3.094172769804151,-0.05736554434802,0.02103466396640782,2.886393555535906,-0.65267098076701,1.1680096585197952,2.3133890863761972,-1.1169402309023753,1.8697696247846702,1.5142960502171396,-1.3474431210874003,1.8943137729031307,0.5639465717603435,-1.3034791090207951,1.2506501554601266,-0.3985173513035556,-0.9527168437179072,0.1452163618064655,-1.22985107866827,-0.338041004167354,-1.0115024741785117,-1.8086397504571892,0.44663636905548715,-1.7921509920201595,-2.070031895887635,1.2663748658233407,-1.914817158871876,-2.010564012313705,2.017344208027827,-1.3521214848902912,-1.646314416466703,2.568835683787293,-0.27999896334882396,-1.0501031786250359,2.78836504037381,0.9004312572952304,-0.360050422700776,2.630914599370009,1.741852676068419,0.2742593203228117,2.1317714239179746,1.937674814126477,0.7669539511126845,1.3444216382652203,1.4512127438082338,1.0223872113603913,0.3604081347989941,0.42560280678563306,0.9835384741699439,-0.6743902635109627,-0.7616236481306847,0.6460795139639185,-1.6103105936734083,-1.6638909100990125,0.10069028383716723,-2.315307050820913,-1.950763859716849,-0.5642299801279896,-2.7116212245907576,-1.540656141459714,-1.2465751925747803,-2.7586240476696675,-0.5606818029639844,-1.7936014795230317,-2.4329315420871818,0.6331340265780284,-2.0805299165657294,-1.8107098698437043,1.59016771870246,-2.0459914477674968,-1.0277260627201097,1.9521073877829664,-1.6863269791977682,-0.20557274323561486,1.620128385149127,-1.029186229740605,0.5513077529661152,0.693575152476205,-0.15576070466704464,1.100764702819195,-0.5003695243419535,0.8080361910538948,1.3687141204104398,-1.5162101966800354,1.717502641724243,1.3434701107383413,-1.9870009163999993,2.4575731451884812,1.0346550412103799,-1.7516012931145712
3.1071001439249857,-0.06553590216161208,0.024094733473443944,2.896246838097971,-0.661191520052152,1.170326678096223,2.3173179099531733,-1.124556036465918,1.867809099956171,1.5175559936197167,-1.352992691817785,1.889746509036853,0.5656683505526987,-1.308692245263857,1.2483829594540268,-0.39905499843129105,-0.9565344552962923,0.14536501196534563,-1.232417241610653,-0.3397759078501338,-1.0087826755592169,-1.8117857849068766,0.4470416336251328,-1.7868426102551,-2.072963635225157,1.2670222877430848,-1.9083411803949166,-2.014606736872079,2.0204369170562084,-1.3488068450864004,-1.6499837088178353,2.575988860459448,-0.27890993302474143,-1.0504281865367306,2.795938306944569,0.8997468876070711,-0.3573142633634413,2.6359305430710314,1.7381644779538907,0.27685756007146134,2.135475890616645,1.9310642157567721,0.7708759268898556,1.3471407344830346,1.4475494132955473,1.0281362932945173,0.36050378348781625,0.4249208890400901,0.9898236377415879,-0.6769788360400172,-0.7599780766885585,0.6499450502228622,-1.6146311507254156,-1.6595348054417898,0.10360375077560521,-2.319775275260042,-1.9442249069451218,-0.5622614826300848,-2.7168950568891717,-1.5364362453308633,-1.2486689891912097,-2.7659349015088313,-0.5594030898567778,-1.79927870005839,-2.4386185356730006,0.6323194216339573,-2.086924480194274,-1.812768424319559,1.5867683558965802,-2.0515289000738757,-1.0283095244205807,1.9454161768680711,-1.691810550573948,-0.20547359546372207,1.6151913873417445,-1.0344297051043791,0.5550690542554239,0.6918126762000848,-0.16015850319375136,1.107141710288104,-0.5003050304033596,0.8043060088698465,1.3769898732933088,-1.515008825564937,1.7136263165247878,1.3546498264398283,-1.9862283997715369,2.4554968160848656,1.0474680968457,-1.7543844292556416
3.119898018279366,-0.073697927749094,0.02717000451004196,2.9059788332540886,-0.6696961281327005,1.1726555478170313,2.321182677006523,-1.132124271426828,1.8658516058199994,1.5207684205244487,-1.3584998783958537,1.8852108682720798,0.5673596144159624,-1.313851161518682,1.2461350064224739,-0.3995920341740508,-0.9602963666098986,0.14551774444330054,-1.2349549823518817,-0.3414891958408315,-1.006084204310816,-1.8149048437518402,0.44744703887615617,-1.7815613411764273,-2.0758651736914,1.2676698274210956,-1.9018872669882254,-2.0186131238409355,2.0234931116319115,-1.345496065143896,-1.6536179562681643,2.583077620122217,-0.2778299084756252,-1.0507264098479456,2.8034387277081416,0.8990469964865023,-0.3545773709109612,2.64088990287113,1.7344557859046776,0.2794483515244472,2.1391443430035815,1.9244606445031287,0.7747869751707425,1.3498448821541764,1.4438786663785292,1.0338693788786049,0.3606091843851876,0.4242250440073921,0.9960873467237122,-0.6795386901431755,-0.7583520237345031,0.6538022063820541,-1.6189131553897012,-1.655195444828531,0.10650435767701671,-2.324191478800838,-1.937707491767663,-0.5602906314920449,-2.7221013592254684,-1.5322147146959317,-1.2507284531405842,-2.773171645430614,-0.5581298115660722,-1.8049029933953231,-2.4442513175179976,0.631496851732371,-2.0932626864314883,-1.8148082500638427,1.5833641411547537,-2.0570167814094833,-1.0289063305053658,1.9387530542153628,-1.6972577481356361,-0.20538726844900046,1.6102801319438902,-1.0396431880118506,0.5587914803239328,0.6900753332201052,-0.164528367228223,1.1134541305303942,-0.5002197448475783,0.800581831016589,1.3852123958566194,-1.5137992278455048,1.7097500563328316,1.3657562714112979,-1.9854399640475284,2.4534094067353838,1.0602289683052966,-1.7571683774064257
