p1x,p1y,p1z,p2x,p2y,p2z,p3x,p3y,p3z,p4x,p4y,p4z,p5x,p5y,p5z,p6x,p6y,p6z
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9507411569827964,1.413355428186628,1.2246467991473535e-16,1.2194340213808808,2.0954037207713405,-4.930380657631324e-32,3.217696397208621,2.178755249559216,5.207477146175737e-16
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9507136959440776,1.4133259838587344,-0.008973493313505202,1.2194065603421618,2.095374276443447,-0.008973493313505328,3.2176298353028288,2.178683880424223,-0.021750554401097584
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.21911780359767,2.095064665130002,-0.03044740162292038,3.216929927356132,2.177933423775846,-0.07380045231378382
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.2210947832627104,2.0953198882178947,0.01994541673343717,3.2161302514054153,2.1778301876277637,-0.0941840332079181
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.2210947832627104,2.0953198882178947,0.01994541673343717,3.2060091909147332,2.1756902446790876,-0.211690936410288
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.228613539642657,2.091828313768128,0.10446980233176326,3.195698485844961,2.183920998899811,-0.2449522229750549
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.228613539642657,2.091828313768128,0.10446980233176326,3.1714037643639763,2.181342469140981,-0.36195635336190224
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.228613539642657,2.091828313768128,0.10446980233176326,3.159278283246105,2.1780780280635383,-0.4104036137528063
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.2536564202571943,2.074415704824225,0.24715763124176898,3.1195059589947185,2.2131263643807593,-0.4594998895689556
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.290088236010108,2.0457242780808103,0.3740722452345675,3.0785185217472444,2.2497642689059827,-0.4976414664863441
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.3095628152175989,2.029751307412739,0.4266453221863082,3.0598025245492146,2.266632773229638,-0.5117299391197531
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.328010411409563,2.014373866795845,0.4705209803181126,3.043312829591943,2.2815577092646397,-0.5226307747028863
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.328010411409563,2.014373866795845,0.4705209803181126,2.9357611589884423,2.3040578790211583,-0.6832644012501408
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.3411573512704402,2.0033004197185447,0.4990407946116734,2.920737899145733,2.317926912374711,-0.68668070004585
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.3927982365847622,1.9591228304068946,0.5947087366439692,2.867394629145224,2.36740292328072,-0.6932636407037033
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9504249391995856,1.4130163725452896,-0.030447401622920256,1.3927982365847622,1.9591228304068946,0.5947087366439692,2.803703190200485,2.378144275981648,-0.7594582545395628
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.947496955231491,1.4098769239284166,-0.09741914423860765,1.4184393568662643,1.9866158018438995,0.5250519991189042,2.7654480821068588,2.3371263102067146,-0.9111617306765438
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.947496955231491,1.4098769239284166,-0.09741914423860765,1.4184393568662643,1.9866158018438995,0.5250519991189042,2.6291567262301525,2.337808314007,-1.0276318936684075
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.947496955231491,1.4098769239284166,-0.09741914423860765,1.5004642854414232,1.9247106918397123,0.6340916099944537,2.543216654808509,2.4218523187141248,-0.9985497158968134
0.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.268692864398084,0.6820482925847123,0.0,1.9384311118278061,1.4001563278306839,-0.18913362906933148,1.5373758461538556,1.9642880766505575,0.532607352064917,2.4738965162038986,2.3475257460159478,-1.1925181283997375
